customer_id,first_name,last_name,email,phone,city,state,registration_date,loyalty_tier,total_spent
CUST000021,John,Smith,customer21@email.com,+13361505567,San Antonio,CA,2025-04-16,Silver,9073.69
CUST000022,James,Davis,customer22@email.com,+17295048215,San Jose,NY,2024-12-22,Bronze,3588.25
CUST000023,Olivia,Davis,customer23@email.com,+17704881412,San Jose,CA,2024-10-16,Silver,9967.69
CUST000024,Jane,Miller,customer24@email.com,+16758448715,San Jose,CA,2024-12-16,Bronze,1313.96
CUST000025,Michael,Brown,customer25@email.com,+15665392691,San Antonio,PA,2023-12-26,Silver,3178.68
CUST000026,Emily,Davis,customer26@email.com,+16602282749,Philadelphia,AZ,2025-07-09,Platinum,2706.57
CUST000027,Jane,Martinez,customer27@email.com,+16643530946,New York,TX,2025-02-07,Gold,3010.84
CUST000028,Michael,Davis,customer28@email.com,+19078927218,Dallas,CA,2023-08-19,Gold,4426.63
CUST000029,David,Davis,customer29@email.com,+16956231333,Philadelphia,CA,2024-01-04,Bronze,1353.17
CUST000030,David,Martinez,customer30@email.com,+15221382771,New York,PA,2024-07-09,Bronze,7558.82
CUST000031,Sarah,Davis,customer31@email.com,+13063275483,Dallas,CA,2024-07-03,Platinum,7716.26
CUST000032,Sarah,Brown,customer32@email.com,+12380387342,San Diego,CA,2024-10-25,Bronze,1596.55
CUST000033,John,Miller,customer33@email.com,+14705815167,San Jose,TX,2023-11-24,Silver,7149.25
CUST000034,Emily,Williams,customer34@email.com,+19871451028,San Antonio,PA,2023-09-29,Platinum,534.42
CUST000035,Robert,Rodriguez,customer35@email.com,+13945914881,Houston,TX,2023-11-22,Gold,1760.5
CUST000036,Emma,Johnson,customer36@email.com,+16076748362,Phoenix,PA,2024-11-21,Gold,1832.64
CUST000037,Sarah,Miller,customer37@email.com,+12055491202,San Diego,TX,2023-08-26,Gold,2482.7
CUST000038,Sarah,Martinez,customer38@email.com,+18387367234,Philadelphia,NY,2024-02-13,Silver,9632.3
CUST000039,Olivia,Martinez,customer39@email.com,+16354022335,Dallas,CA,2024-08-02,Platinum,1757.83
CUST000040,Jane,Garcia,customer40@email.com,+14438609448,San Diego,TX,2025-04-27,Gold,1304.31
CUST000041,Michael,Smith,customer41@email.com,+15707798525,Philadelphia,IL,2023-12-20,Gold,372.49
CUST000042,Michael,Davis,customer42@email.com,+16406132440,Dallas,IL,2024-10-04,Gold,7043.2
CUST000043,Emily,Davis,customer43@email.com,+19330244897,Houston,TX,2025-04-24,Bronze,7336.89
CUST000044,Robert,Jones,customer44@email.com,+14351403089,Chicago,PA,2024-12-30,Bronze,592.32
CUST000045,Robert,Martinez,customer45@email.com,+18350888359,Philadelphia,IL,2024-02-02,Gold,7933.34
CUST000046,Robert,Davis,customer46@email.com,+12795632773,Los Angeles,PA,2025-05-09,Gold,5585.85
CUST000047,Sarah,Garcia,customer47@email.com,+13279089610,New York,TX,2024-12-25,Gold,8085.94
CUST000048,Jane,Rodriguez,customer48@email.com,+18219247986,Phoenix,TX,2024-03-15,Gold,5949.12
CUST000049,John,Jones,customer49@email.com,+15468278919,Chicago,TX,2025-02-21,Bronze,992.57
CUST000050,David,Johnson,customer50@email.com,+19894148908,San Diego,AZ,2023-10-29,Gold,5982.74
CUST000051,Emma,Brown,customer51@email.com,+15825021510,Houston,CA,2025-07-18,Silver,2306.24
CUST000052,Jane,Rodriguez,customer52@email.com,+16834385613,Phoenix,IL,2024-07-20,Platinum,5527.03
CUST000053,John,Williams,customer53@email.com,+13800924396,Houston,IL,2025-01-26,Bronze,2937.25
CUST000054,Emma,Martinez,customer54@email.com,+12352418328,Chicago,TX,2024-01-08,Platinum,3175.21
CUST000055,Sarah,Martinez,customer55@email.com,+14345524895,San Antonio,PA,2025-03-02,Bronze,5865.7
CUST000056,Michael,Jones,customer56@email.com,+15030969212,San Antonio,TX,2024-08-31,Silver,5173.69
CUST000057,Olivia,Brown,customer57@email.com,+14160049506,Los Angeles,TX,2024-07-14,Platinum,160.3
CUST000058,Emily,Jones,customer58@email.com,+13153469183,New York,NY,2023-12-03,Silver,4345.89
CUST000059,Robert,Williams,customer59@email.com,+15476247431,Houston,IL,2024-12-04,Platinum,799.01
CUST000060,Robert,Garcia,customer60@email.com,+19915600592,New York,CA,2025-03-10,Platinum,7638.14
CUST000061,David,Garcia,customer61@email.com,+16647351388,Los Angeles,PA,2025-04-16,Bronze,4746.02
CUST000062,Olivia,Williams,customer62@email.com,+12662686772,San Jose,NY,2023-07-29,Platinum,5892.78
CUST000063,Robert,Garcia,customer63@email.com,+17894109749,San Diego,CA,2024-04-17,Gold,6399.99
CUST000064,Sarah,Smith,customer64@email.com,+12456104780,Los Angeles,PA,2025-04-23,Bronze,4739.36
CUST000065,Sarah,Martinez,customer65@email.com,+16683961030,Chicago,CA,2024-07-19,Bronze,7928.84
CUST000066,James,Smith,customer66@email.com,+15900528259,Philadelphia,TX,2023-12-30,Gold,7941.63
CUST000067,Emily,Johnson,customer67@email.com,+14187872688,Dallas,AZ,2024-04-06,Silver,9929.35
CUST000068,John,Johnson,customer68@email.com,+19868305285,Houston,NY,2024-08-02,Silver,1385.68
CUST000069,Emily,Martinez,customer69@email.com,+15758820401,San Diego,TX,2025-01-25,Bronze,6847.63
CUST000070,Robert,Jones,customer70@email.com,+18431618500,San Diego,AZ,2024-11-18,Platinum,9391.5
CUST000071,Olivia,Jones,customer71@email.com,+12027962548,Los Angeles,CA,2024-11-10,Platinum,4347.0
CUST000072,James,Jones,customer72@email.com,+19342071989,Dallas,TX,2024-04-10,Bronze,6273.68
CUST000073,Sarah,Miller,customer73@email.com,+15001765433,Philadelphia,CA,2024-08-20,Platinum,5658.89
CUST000074,Sarah,Martinez,customer74@email.com,+18283181738,New York,CA,2023-12-14,Gold,641.29
CUST000075,James,Smith,customer75@email.com,+18954501537,San Antonio,IL,2025-01-30,Gold,1768.16
CUST000076,Robert,Jones,customer76@email.com,+15978696590,Philadelphia,CA,2024-03-24,Gold,7997.29
CUST000077,Olivia,Garcia,customer77@email.com,+14629547440,San Diego,IL,2024-09-11,Gold,6691.06
CUST000078,Sarah,Johnson,customer78@email.com,+12482100205,Houston,TX,2024-02-03,Gold,7491.67
CUST000079,Sarah,Johnson,customer79@email.com,+14129905784,San Jose,TX,2025-02-03,Platinum,1013.98
CUST000080,John,Johnson,customer80@email.com,+18792317897,San Jose,CA,2025-05-11,Gold,941.47
CUST000081,Olivia,Johnson,customer81@email.com,+13017149169,New York,TX,2023-12-13,Gold,6769.26
CUST000082,Emma,Williams,customer82@email.com,+13033173122,San Antonio,CA,2023-12-27,Platinum,211.53
CUST000083,Jane,Williams,customer83@email.com,+18801806862,Los Angeles,CA,2024-11-09,Platinum,5625.51
CUST000084,Robert,Johnson,customer84@email.com,+15851026218,Philadelphia,PA,2024-03-31,Platinum,9230.48
CUST000085,Jane,Brown,customer85@email.com,+16792626400,Philadelphia,TX,2024-10-12,Gold,6314.76
CUST000086,Olivia,Garcia,customer86@email.com,+15929271013,San Jose,TX,2024-07-25,Gold,7719.17
CUST000087,David,Martinez,customer87@email.com,+14384185264,Houston,CA,2024-09-04,Bronze,1704.68
CUST000088,Michael,Martinez,customer88@email.com,+15534030622,Phoenix,CA,2023-07-27,Gold,6284.22
CUST000089,James,Rodriguez,customer89@email.com,+13873507427,San Antonio,AZ,2024-08-27,Gold,9741.13
CUST000090,Robert,Martinez,customer90@email.com,+12698288210,Philadelphia,CA,2025-02-10,Bronze,444.38
CUST000091,Jane,Jones,customer91@email.com,+17394293286,Los Angeles,IL,2024-04-02,Gold,4130.08
CUST000092,Sarah,Davis,customer92@email.com,+19617431541,San Diego,TX,2024-11-13,Silver,7865.58
CUST000093,Robert,Johnson,customer93@email.com,+18909789322,Dallas,CA,2024-10-02,Silver,7493.67
CUST000094,Jane,Garcia,customer94@email.com,+19564369724,New York,TX,2025-04-09,Platinum,9691.99
CUST000095,Emma,Rodriguez,customer95@email.com,+15063407701,Dallas,TX,2024-04-27,Platinum,883.55
CUST000096,Olivia,Davis,customer96@email.com,+18993436609,San Antonio,CA,2024-09-13,Silver,751.5
CUST000097,David,Davis,customer97@email.com,+15494655466,Los Angeles,TX,2025-04-08,Platinum,3425.0
CUST000098,Emily,Smith,customer98@email.com,+19505621122,Dallas,CA,2025-07-10,Platinum,8484.96
CUST000099,Jane,Johnson,customer99@email.com,+13760869437,Chicago,CA,2024-08-21,Gold,430.73
CUST000100,John,Garcia,customer100@email.com,+16965310276,Dallas,TX,2024-05-07,Bronze,6783.97
CUST000101,Jane,Miller,customer101@email.com,+15285552760,San Diego,TX,2023-09-04,Bronze,2444.6
CUST000102,Emily,Martinez,customer102@email.com,+18314699237,New York,AZ,2025-05-07,Platinum,4418.13
CUST000103,Jane,Rodriguez,customer103@email.com,+19581951925,New York,AZ,2023-09-20,Bronze,5123.88
CUST000104,John,Davis,customer104@email.com,+14715395752,San Jose,CA,2025-05-30,Bronze,7998.0
CUST000105,Sarah,Johnson,customer105@email.com,+13289672147,Los Angeles,CA,2025-06-14,Bronze,1149.2
CUST000106,Jane,Martinez,customer106@email.com,+16083246649,Los Angeles,TX,2024-02-10,Platinum,8951.19
CUST000107,Emma,Jones,customer107@email.com,+14156898113,Philadelphia,CA,2023-10-13,Silver,1848.33
CUST000108,David,Garcia,customer108@email.com,+18760264247,Houston,TX,2024-06-10,Bronze,5924.64
CUST000109,Emma,Davis,customer109@email.com,+17613019642,New York,CA,2024-01-05,Platinum,5999.11
CUST000110,James,Garcia,customer110@email.com,+17004549311,Philadelphia,NY,2023-11-12,Bronze,4354.23
CUST000111,Olivia,Garcia,customer111@email.com,+16219593599,Dallas,TX,2025-01-22,Gold,9609.34
CUST000112,Sarah,Martinez,customer112@email.com,+17786763406,San Diego,CA,2024-05-31,Gold,1654.52
CUST000113,James,Smith,customer113@email.com,+12209869924,Philadelphia,CA,2024-07-09,Silver,3692.45
CUST000114,Jane,Martinez,customer114@email.com,+17778108521,Dallas,NY,2024-12-16,Silver,4705.52
CUST000115,Olivia,Rodriguez,customer115@email.com,+16081072003,Phoenix,PA,2024-03-29,Gold,4677.1
CUST000116,Emily,Johnson,customer116@email.com,+15590973445,Houston,NY,2025-03-30,Gold,1807.93
CUST000117,David,Brown,customer117@email.com,+19107164372,San Antonio,TX,2024-06-11,Platinum,8742.79
CUST000118,Sarah,Brown,customer118@email.com,+14732945183,Los Angeles,CA,2024-02-13,Gold,1542.64
CUST000119,David,Smith,customer119@email.com,+17345445059,Phoenix,IL,2023-10-10,Platinum,8358.74
CUST000120,Michael,Smith,customer120@email.com,+15410926674,Philadelphia,NY,2023-10-02,Platinum,5329.62
CUST000121,Olivia,Jones,customer121@email.com,+12234718239,Dallas,TX,2025-07-17,Gold,3827.13
CUST000122,Emily,Smith,customer122@email.com,+17405038224,Phoenix,AZ,2023-09-06,Gold,6315.58
CUST000123,John,Miller,customer123@email.com,+17998512374,San Diego,CA,2024-05-18,Silver,3813.31
CUST000124,David,Garcia,customer124@email.com,+12468239652,San Antonio,CA,2025-05-23,Gold,5710.55
CUST000125,Robert,Brown,customer125@email.com,+15910135275,San Diego,IL,2025-01-10,Bronze,1481.28
CUST000126,David,Miller,customer126@email.com,+13617479682,San Diego,TX,2025-04-05,Bronze,6916.73
CUST000127,Emma,Brown,customer127@email.com,+18890681920,Dallas,TX,2024-06-28,Platinum,297.77
CUST000128,David,Garcia,customer128@email.com,+13979660588,Chicago,CA,2023-08-21,Platinum,6843.7
CUST000129,John,Garcia,customer129@email.com,+18437568014,San Jose,NY,2025-06-08,Platinum,3004.43
CUST000130,John,Davis,customer130@email.com,+18659114014,Philadelphia,CA,2023-08-26,Bronze,9879.99
CUST000131,James,Brown,customer131@email.com,+18864807503,New York,TX,2024-06-26,Gold,332.05
CUST000132,Sarah,Johnson,customer132@email.com,+16700906067,Houston,AZ,2024-11-13,Platinum,9617.06
CUST000133,David,Smith,customer133@email.com,+12150783759,Dallas,CA,2024-11-11,Gold,196.6
CUST000134,Robert,Rodriguez,customer134@email.com,+13975825762,San Antonio,PA,2024-08-25,Silver,5730.29
CUST000135,David,Davis,customer135@email.com,+12320943699,Los Angeles,TX,2024-11-29,Platinum,9191.25
CUST000136,Emily,Garcia,customer136@email.com,+17911561946,Houston,CA,2025-03-23,Platinum,4580.12
CUST000137,Emma,Williams,customer137@email.com,+18722850363,Philadelphia,CA,2025-03-12,Platinum,9559.68
CUST000138,Olivia,Martinez,customer138@email.com,+16785785608,Los Angeles,AZ,2025-01-04,Platinum,1767.09
CUST000139,David,Johnson,customer139@email.com,+12871099855,San Jose,TX,2024-11-28,Silver,7940.4
CUST000140,Olivia,Brown,customer140@email.com,+17506246027,Phoenix,TX,2025-01-09,Silver,4372.39
CUST000141,James,Smith,customer141@email.com,+19931725957,Chicago,TX,2023-07-24,Silver,1352.42
CUST000142,Sarah,Martinez,customer142@email.com,+16963721496,San Jose,CA,2024-07-08,Gold,1621.61
CUST000143,Michael,Rodriguez,customer143@email.com,+12047617050,Dallas,CA,2025-03-24,Bronze,9593.41
CUST000144,James,Martinez,customer144@email.com,+16706006233,Los Angeles,PA,2024-08-12,Bronze,5513.65
CUST000145,Emma,Brown,customer145@email.com,+15907534974,San Antonio,TX,2024-10-05,Bronze,6660.38
CUST000146,David,Johnson,customer146@email.com,+16179617780,Phoenix,CA,2024-06-07,Gold,4413.16
CUST000147,John,Miller,customer147@email.com,+18773780187,Phoenix,AZ,2024-12-10,Silver,6754.4
CUST000148,Olivia,Martinez,customer148@email.com,+15437551890,San Diego,PA,2025-05-11,Bronze,566.06
CUST000149,James,Williams,customer149@email.com,+15386612045,Chicago,CA,2024-10-26,Gold,1263.01
CUST000150,John,Garcia,customer150@email.com,+19473816787,New York,TX,2025-02-17,Silver,7141.5
CUST000151,Michael,Smith,customer151@email.com,+19344549613,Los Angeles,AZ,2024-08-28,Silver,1759.03
CUST000152,David,Martinez,customer152@email.com,+13577438235,Dallas,TX,2024-02-18,Bronze,5365.11
CUST000153,Emma,Smith,customer153@email.com,+12927061705,San Antonio,NY,2024-11-13,Silver,5433.59
CUST000154,Jane,Smith,customer154@email.com,+16275368044,Phoenix,NY,2024-04-03,Gold,600.76
CUST000155,David,Davis,customer155@email.com,+13682849157,Los Angeles,AZ,2025-04-07,Bronze,3512.49
CUST000156,Robert,Johnson,customer156@email.com,+19231847923,Houston,CA,2024-10-10,Silver,924.11
CUST000157,Sarah,Brown,customer157@email.com,+14914618934,Los Angeles,CA,2024-07-14,Silver,645.79
CUST000158,Sarah,Miller,customer158@email.com,+14202549956,San Antonio,CA,2024-06-23,Silver,2983.43
CUST000159,Robert,Brown,customer159@email.com,+14867414889,Los Angeles,PA,2024-07-12,Bronze,2384.45
CUST000160,Michael,Brown,customer160@email.com,+16614153567,San Diego,TX,2024-08-23,Silver,1102.94
CUST000161,Olivia,Davis,customer161@email.com,+18143131012,Los Angeles,TX,2025-01-03,Silver,4642.68
CUST000162,Michael,Garcia,customer162@email.com,+18253250698,Dallas,NY,2025-02-11,Bronze,3319.76
CUST000163,Emma,Garcia,customer163@email.com,+19117791588,Houston,TX,2024-10-20,Bronze,5624.1
CUST000164,James,Williams,customer164@email.com,+19701979247,San Diego,CA,2024-01-13,Silver,1485.85
CUST000165,Sarah,Martinez,customer165@email.com,+14993241373,San Antonio,PA,2024-09-24,Silver,5872.96
CUST000166,Robert,Davis,customer166@email.com,+15438653727,Philadelphia,CA,2024-11-05,Bronze,9572.71
CUST000167,Olivia,Rodriguez,customer167@email.com,+18956004167,Philadelphia,CA,2024-12-29,Silver,2818.48
CUST000168,Sarah,Garcia,customer168@email.com,+18663566015,San Jose,CA,2024-05-22,Bronze,1354.32
CUST000169,Emily,Garcia,customer169@email.com,+14445335974,Dallas,IL,2025-05-02,Platinum,2362.0
CUST000170,Olivia,Jones,customer170@email.com,+12885362186,Chicago,PA,2025-04-24,Platinum,1032.35
CUST000171,Robert,Martinez,customer171@email.com,+19244388727,Dallas,AZ,2025-04-23,Silver,4650.23
CUST000172,Olivia,Johnson,customer172@email.com,+19696735032,San Diego,CA,2024-04-18,Platinum,7935.08
CUST000173,Emily,Jones,customer173@email.com,+19176359959,Houston,TX,2025-02-04,Bronze,4520.66
CUST000174,Jane,Johnson,customer174@email.com,+14897090735,Dallas,IL,2025-02-28,Platinum,9460.61
CUST000175,Emma,Smith,customer175@email.com,+15291752979,San Antonio,NY,2023-11-11,Bronze,8395.38
CUST000176,Jane,Miller,customer176@email.com,+19219743835,Philadelphia,TX,2024-09-14,Platinum,2931.75
CUST000177,Jane,Jones,customer177@email.com,+18689583810,Chicago,CA,2025-02-07,Silver,5294.47
CUST000178,Sarah,Brown,customer178@email.com,+15027370126,Chicago,PA,2023-12-06,Bronze,1822.2
CUST000179,Jane,Williams,customer179@email.com,+17942540384,Houston,AZ,2025-01-27,Bronze,996.39
CUST000180,David,Garcia,customer180@email.com,+12098830377,Philadelphia,TX,2025-04-19,Bronze,5963.9
CUST000181,Emily,Williams,customer181@email.com,+18297082357,Los Angeles,TX,2023-08-18,Silver,9318.51
CUST000182,Sarah,Smith,customer182@email.com,+15207678402,Dallas,IL,2024-03-17,Platinum,2639.19
CUST000183,Michael,Martinez,customer183@email.com,+19084160529,New York,TX,2024-01-22,Platinum,1204.11
CUST000184,Olivia,Martinez,customer184@email.com,+12731094478,San Diego,CA,2024-08-16,Silver,1551.83
CUST000185,Olivia,Miller,customer185@email.com,+13814465645,Philadelphia,TX,2024-03-21,Gold,4340.23
CUST000186,Robert,Smith,customer186@email.com,+13518465497,San Antonio,IL,2024-04-16,Silver,3118.96
CUST000187,John,Miller,customer187@email.com,+14944321615,Los Angeles,AZ,2024-06-30,Bronze,6182.21
CUST000188,Michael,Smith,customer188@email.com,+15470985311,Philadelphia,TX,2024-09-18,Silver,3648.64
CUST000189,Olivia,Johnson,customer189@email.com,+16393372964,Dallas,CA,2024-05-25,Bronze,236.47
CUST000190,David,Johnson,customer190@email.com,+19721113630,San Antonio,TX,2024-04-22,Gold,9684.76
CUST000191,Sarah,Rodriguez,customer191@email.com,+17930116305,Philadelphia,PA,2025-06-19,Gold,4072.48
CUST000192,James,Jones,customer192@email.com,+18236854782,New York,PA,2024-11-23,Platinum,2087.14
CUST000193,Emily,Davis,customer193@email.com,+19683085120,Phoenix,TX,2024-12-16,Bronze,5125.22
CUST000194,John,Brown,customer194@email.com,+12056863517,Phoenix,IL,2024-12-24,Silver,6530.5
CUST000195,Emma,Smith,customer195@email.com,+12301475603,New York,NY,2024-11-08,Silver,3135.68
CUST000196,Emily,Jones,customer196@email.com,+14164317111,Los Angeles,CA,2024-03-20,Silver,6781.49
CUST000197,John,Martinez,customer197@email.com,+16349446568,Los Angeles,PA,2024-03-23,Gold,7637.55
CUST000198,Michael,Rodriguez,customer198@email.com,+15170943872,San Diego,IL,2024-12-06,Platinum,767.61
CUST000199,Jane,Smith,customer199@email.com,+17225312316,Philadelphia,TX,2025-02-17,Bronze,6481.0
CUST000200,Michael,Rodriguez,customer200@email.com,+15341520339,Los Angeles,TX,2023-10-14,Platinum,1238.95
CUST000201,Sarah,Martinez,customer201@email.com,+19259975486,Dallas,TX,2024-08-25,Silver,9009.77
CUST000202,Robert,Martinez,customer202@email.com,+17089665584,San Jose,PA,2024-02-06,Bronze,5518.4
CUST000203,Emma,Garcia,customer203@email.com,+19938087195,Los Angeles,PA,2024-11-15,Platinum,2032.01
CUST000204,Michael,Garcia,customer204@email.com,+14253584408,Phoenix,TX,2025-04-26,Platinum,1650.07
CUST000205,John,Miller,customer205@email.com,+13025378586,San Diego,CA,2025-03-03,Bronze,663.5
CUST000206,Jane,Williams,customer206@email.com,+17429135136,San Jose,TX,2024-08-10,Silver,9890.93
CUST000207,Jane,Johnson,customer207@email.com,+17367653772,Houston,CA,2023-09-28,Gold,2591.26
CUST000208,Olivia,Smith,customer208@email.com,+14559888084,San Diego,TX,2025-07-15,Gold,865.58
CUST000209,James,Smith,customer209@email.com,+16923588109,Los Angeles,NY,2025-04-16,Silver,4042.2
CUST000210,Michael,Williams,customer210@email.com,+17210652539,New York,AZ,2024-07-12,Silver,5422.64
CUST000211,Jane,Williams,customer211@email.com,+12048866844,San Diego,TX,2024-01-31,Platinum,9609.41
CUST000212,Sarah,Smith,customer212@email.com,+19602997966,New York,IL,2025-04-17,Bronze,6939.76
CUST000213,David,Garcia,customer213@email.com,+16079769104,San Diego,CA,2025-07-09,Gold,8970.34
CUST000214,Sarah,Martinez,customer214@email.com,+19393809107,San Diego,PA,2025-01-11,Bronze,791.73
CUST000215,Sarah,Smith,customer215@email.com,+14280234611,San Jose,TX,2024-02-10,Bronze,2348.16
CUST000216,James,Miller,customer216@email.com,+13910732107,San Antonio,CA,2023-07-30,Platinum,8626.29
CUST000217,Olivia,Johnson,customer217@email.com,+13515111785,Phoenix,CA,2023-11-15,Silver,1264.82
CUST000218,Robert,Miller,customer218@email.com,+16348535695,Chicago,CA,2025-01-31,Gold,4717.29
CUST000219,James,Jones,customer219@email.com,+12722626337,New York,NY,2024-06-28,Bronze,6106.24
CUST000220,James,Rodriguez,customer220@email.com,+13293155141,Phoenix,IL,2025-01-20,Silver,1684.77
CUST000221,James,Smith,customer221@email.com,+18470403191,New York,CA,2025-02-28,Bronze,3776.86
CUST000222,Michael,Miller,customer222@email.com,+12497612961,New York,NY,2023-12-16,Gold,901.99
CUST000223,Emma,Johnson,customer223@email.com,+17240600111,San Antonio,IL,2025-03-02,Platinum,1103.39
CUST000224,Emma,Jones,customer224@email.com,+19788935921,Houston,AZ,2024-03-08,Platinum,5822.94
CUST000225,Michael,Williams,customer225@email.com,+18613494144,Philadelphia,PA,2023-07-30,Bronze,9444.92
CUST000226,Jane,Williams,customer226@email.com,+17875209815,San Diego,PA,2024-07-07,Gold,5218.5
CUST000227,James,Jones,customer227@email.com,+15915842964,Dallas,PA,2024-09-16,Gold,3380.6
CUST000228,John,Garcia,customer228@email.com,+12651812694,Chicago,AZ,2023-10-20,Silver,4810.92
CUST000229,Emily,Jones,customer229@email.com,+16294716078,Houston,NY,2025-05-28,Silver,6461.95
CUST000230,Emily,Jones,customer230@email.com,+18127503718,San Diego,TX,2024-06-03,Silver,8013.03
CUST000231,David,Johnson,customer231@email.com,+18340996090,Phoenix,IL,2025-06-25,Gold,9822.32
CUST000232,David,Jones,customer232@email.com,+12686935700,San Diego,IL,2023-07-31,Gold,4648.07
CUST000233,Olivia,Rodriguez,customer233@email.com,+16310280403,Philadelphia,AZ,2024-08-18,Gold,8224.34
CUST000234,David,Davis,customer234@email.com,+15841682651,San Antonio,CA,2025-05-17,Bronze,5004.0
CUST000235,Emma,Smith,customer235@email.com,+17689984060,San Jose,TX,2024-04-18,Silver,2702.28
CUST000236,James,Miller,customer236@email.com,+19698327953,Phoenix,TX,2024-02-10,Gold,8065.11
CUST000237,John,Brown,customer237@email.com,+12689898936,Houston,NY,2023-12-28,Gold,7797.03
CUST000238,Robert,Johnson,customer238@email.com,+16523151670,Los Angeles,TX,2024-03-19,Platinum,4150.19
CUST000239,Olivia,Rodriguez,customer239@email.com,+16170923328,San Jose,TX,2025-01-30,Gold,6404.84
CUST000240,David,Williams,customer240@email.com,+18277715420,New York,CA,2023-11-06,Silver,3181.23
CUST000241,Sarah,Johnson,customer241@email.com,+13885370421,Philadelphia,AZ,2024-10-01,Bronze,7751.74
CUST000242,Michael,Johnson,customer242@email.com,+12205682869,Dallas,IL,2025-05-21,Bronze,9861.86
CUST000243,Emma,Johnson,customer243@email.com,+14323927174,San Diego,CA,2023-12-10,Platinum,185.89
CUST000244,Emma,Jones,customer244@email.com,+13982475782,Los Angeles,AZ,2025-01-23,Platinum,4454.57
CUST000245,David,Martinez,customer245@email.com,+13964253811,San Diego,PA,2024-10-13,Bronze,9245.06
CUST000246,Michael,Garcia,customer246@email.com,+14778047105,Philadelphia,TX,2025-02-07,Silver,591.91
CUST000247,Robert,Davis,customer247@email.com,+14901399514,Dallas,CA,2024-07-15,Silver,8513.66
CUST000248,John,Smith,customer248@email.com,+15366312978,San Jose,PA,2023-10-06,Gold,5547.63
CUST000249,John,Garcia,customer249@email.com,+16513429666,Dallas,TX,2025-03-19,Platinum,4472.84
CUST000250,James,Smith,customer250@email.com,+16554381818,San Diego,PA,2024-09-18,Platinum,3361.59
CUST000251,John,Smith,customer251@email.com,+14067940074,Los Angeles,CA,2025-04-25,Platinum,4122.86
CUST000252,Sarah,Smith,customer252@email.com,+15207360204,Houston,PA,2024-07-29,Silver,6680.64
CUST000253,Emma,Martinez,customer253@email.com,+13059232561,San Jose,CA,2024-06-08,Platinum,6616.72
CUST000254,Jane,Rodriguez,customer254@email.com,+16972853482,San Jose,TX,2025-06-06,Bronze,9379.98
CUST000255,Sarah,Garcia,customer255@email.com,+15874881385,Chicago,PA,2025-04-05,Silver,3545.95
CUST000256,Michael,Miller,customer256@email.com,+16642802212,San Antonio,CA,2025-04-20,Bronze,2802.35
CUST000257,David,Martinez,customer257@email.com,+12862090301,Dallas,TX,2024-04-12,Silver,1275.11
CUST000258,Sarah,Jones,customer258@email.com,+12607751329,Dallas,NY,2023-07-30,Gold,9123.64
CUST000259,David,Rodriguez,customer259@email.com,+18824461989,Dallas,TX,2024-07-21,Platinum,1421.28
CUST000260,David,Martinez,customer260@email.com,+17293661896,Phoenix,CA,2025-05-25,Gold,7906.13
CUST000261,John,Jones,customer261@email.com,+18184952650,Dallas,TX,2025-01-02,Bronze,3960.77
CUST000262,James,Rodriguez,customer262@email.com,+16207747250,Houston,IL,2025-04-28,Platinum,1806.38
